Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.7889465414650112,0.5105968331303289,0.692375753905548,0.5306718597857838,0.5163044752784834
2,0.6987263571765914,0.5028014616321559,0.7018348428383542,0.4907497565725414,0.32919660352710645
3,0.6991181147955222,0.5020706455542022,0.7020591111471033,0.5092502434274586,0.33741935483870966
4,0.696419052055489,0.5064555420219244,0.6921231966636198,0.5296981499513145,0.5137486974737608
5,0.6947545234526844,0.5166869671132764,0.705030757066918,0.5092502434274586,0.33741935483870966
6,0.6957253260385976,0.5157125456760049,0.6924727235239692,0.5160662122687439,0.5128069540782286
7,0.7010978598397193,0.5054811205846529,0.6961248304618717,0.5092502434274586,0.33741935483870966
8,0.6937708647329537,0.5271619975639464,0.6939727323312954,0.5160662122687439,0.5095920945806371
9,0.6982944611800284,0.5088915956151036,0.6940551607959342,0.5219084712755598,0.5194133350107171
10,0.6943345745356161,0.5193666260657734,0.6922460577388121,0.5199610516066212,0.4661717554797128
11,0.6943371747936895,0.5018270401948843,0.6951315108733841,0.5092502434274586,0.33741935483870966
