Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.8074013668505092,0.5236761710794298,0.6857258223467592,0.5845213849287169,0.36889460154241643
2,0.6937277216289777,0.5313136456211812,0.6944688117916861,0.4154786150712831,0.2935251798561151
3,0.6971841180154602,0.5165478615071283,0.6950688024645182,0.5845213849287169,0.36889460154241643
4,0.7006028969516094,0.5122199592668024,0.6788348726730968,0.5845213849287169,0.36889460154241643
5,0.6948799421733849,0.5213849287169042,0.7037374877395552,0.4154786150712831,0.2935251798561151
6,0.6930541862295504,0.5244399185336049,0.6865048652511022,0.5845213849287169,0.36889460154241643
7,0.6938787857772376,0.5259674134419552,0.6872345493184573,0.5845213849287169,0.36889460154241643
8,0.6942683231320741,0.5221486761710794,0.6792494358453148,0.5845213849287169,0.36889460154241643
9,0.6912085234269105,0.5328411405295316,0.6787585925667446,0.5845213849287169,0.36889460154241643
10,0.6941249521103993,0.5282586558044806,0.681136359022494,0.5845213849287169,0.36889460154241643
11,0.6931431746288618,0.5239307535641547,0.6833356543616704,0.5845213849287169,0.36889460154241643
