Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.8519370354339935,0.5069427527405603,0.7975515197987914,0.5092502434274586,0.33741935483870966
2,0.7177107183128849,0.5086479902557857,0.6927367784844634,0.5092502434274586,0.33741935483870966
3,0.6991520247128356,0.49963459196102317,0.692796111977437,0.5092502434274586,0.33741935483870966
4,0.6965791042045612,0.5123020706455542,0.691272139607293,0.5296981499513145,0.5260584218476652
5,0.6963797190593017,0.5086479902557857,0.6925289010467641,0.5296981499513145,0.5210503193538576
6,0.6961040311405633,0.5110840438489647,0.693134910930329,0.4907497565725414,0.32919660352710645
7,0.6961213621965424,0.5232643118148599,0.6942886381673952,0.5092502434274586,0.33741935483870966
8,0.6986303988821468,0.5108404384896468,0.6908690642126579,0.5345666991236612,0.5275679816457255
9,0.6974320683061133,0.5098660170523751,0.696963240538507,0.5092502434274586,0.33741935483870966
10,0.6941964407640892,0.5193666260657734,0.7075656813214793,0.5092502434274586,0.33741935483870966
11,0.6956261163216706,0.5140073081607796,0.6918475338291402,0.5248296007789679,0.46900322088489577
12,0.6939521628669061,0.5105968331303289,0.7229931498456025,0.5092502434274586,0.33741935483870966
13,0.6960599758302686,0.5291108404384897,0.6938765986868795,0.5170399221032133,0.5135490278467474
14,0.6939599220122548,0.5120584652862363,0.6984701824629318,0.5092502434274586,0.33741935483870966
15,0.6927995870232437,0.5225334957369062,0.6933113491523579,0.5092502434274586,0.33741935483870966
