Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.7496233610205725,0.5245073269327943,0.7144606026736173,0.43636363636363634,0.3037974683544304
2,0.6996381892406199,0.5250126326427489,0.6916709168992862,0.5636363636363636,0.36046511627906974
3,0.6921914790904299,0.5336028297119757,0.6876360163544164,0.5636363636363636,0.36046511627906974
4,0.6942432041479036,0.5257705912076807,0.700534993711144,0.43636363636363634,0.3037974683544304
5,0.7085271299096175,0.5186963112683173,0.7084551396996084,0.43636363636363634,0.3037974683544304
6,0.6940128720125928,0.5298130368873168,0.685418150521288,0.5636363636363636,0.36046511627906974
7,0.6943597395712827,0.5242546740778171,0.6917868844186417,0.5656565656565656,0.3676320292817417
8,0.6924827375937255,0.5277918140474988,0.6888370187595637,0.5636363636363636,0.36046511627906974
9,0.6912271025025405,0.5346134411318848,0.6864517652627193,0.5636363636363636,0.36046511627906974
10,0.6905530466462338,0.5419403739262254,0.6927510630000722,0.498989898989899,0.49888968715302723
11,0.6916690957612495,0.5310763011622032,0.6880080520504653,0.5636363636363636,0.36046511627906974
12,0.692644707930094,0.5247599797877716,0.6845570576311362,0.5636363636363636,0.36046511627906974
13,0.6906821460600994,0.5424456796361798,0.6848363253805373,0.5636363636363636,0.36046511627906974
14,0.6930591253815064,0.5310763011622032,0.6921687894397311,0.5636363636363636,0.36046511627906974
15,0.6936271605375983,0.5262758969176352,0.6879277814518322,0.5636363636363636,0.36046511627906974
16,0.692806386357308,0.5285497726124305,0.6878764996624956,0.5636363636363636,0.36046511627906974
17,0.6910691102566654,0.5404244567963618,0.6935346449264372,0.4797979797979798,0.45601551772150684
18,0.6903051620122458,0.5416877210712481,0.6846007068951925,0.5636363636363636,0.36046511627906974
19,0.691275327238186,0.5452248610409297,0.6956505375679093,0.4414141414141414,0.3137504371555246
