Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.7791880916445613,0.523020706455542,0.7952094717638635,0.5024342745861733,0.33441348023331174
2,0.7030543785583088,0.5249695493300852,0.706156116729818,0.49756572541382665,0.33224967490247076
3,0.70204459116607,0.5115712545676004,0.7150561879184949,0.49756572541382665,0.33224967490247076
4,0.6968406905355465,0.5149817295980511,0.6974615888214855,0.5024342745861733,0.33441348023331174
5,0.6957177978775824,0.5183922046285018,0.6940274723200627,0.5024342745861733,0.33441348023331174
6,0.6954625395706306,0.5149817295980511,0.6919454016959423,0.5024342745861733,0.33441348023331174
7,0.6958901563021791,0.5191230207064556,0.6918176471200402,0.5423563777994158,0.5410400645048417
8,0.6936927555975176,0.5261875761266748,0.6937979659992393,0.5024342745861733,0.33441348023331174
9,0.6962798003302422,0.5118148599269184,0.6971297965774054,0.5024342745861733,0.33441348023331174
10,0.6931354922295778,0.5130328867235079,0.6920829588273484,0.5209347614410905,0.5191252046138033
11,0.6947663355977178,0.5101096224116931,0.7030139154561422,0.5024342745861733,0.33441348023331174
12,0.6926897791939154,0.525700365408039,0.7212507563997731,0.5024342745861733,0.33441348023331174
13,0.6937794064052503,0.5125456760048721,0.7024414145261658,0.5024342745861733,0.33441348023331174
14,0.6936001251879331,0.5232643118148599,0.7100712656394417,0.5024342745861733,0.33441348023331174
