Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.8133672841505152,0.5316425120772947,0.6925359324598864,0.5366795366795367,0.3492462311557789
2,0.6919373838221969,0.5420289855072464,0.6932661772694827,0.46332046332046334,0.316622691292876
3,0.6947464699906427,0.5369565217391304,0.690530669965339,0.5366795366795367,0.3492462311557789
4,0.7000724979068922,0.5282608695652173,0.6903203824772338,0.5366795366795367,0.3492462311557789
5,0.6912741735937514,0.5413043478260869,0.6955468056284783,0.46332046332046334,0.316622691292876
6,0.6930506731576965,0.5427536231884058,0.6923853395988582,0.5366795366795367,0.3492462311557789
7,0.6894634448387773,0.5509661835748793,0.6963905036219299,0.5366795366795367,0.3492462311557789
8,0.6865612442942634,0.5582125603864734,0.6905744588973439,0.5366795366795367,0.3492462311557789
9,0.6897269422881269,0.5466183574879228,0.6902741504451944,0.5357142857142857,0.4639774970284675
10,0.6881408441469865,0.5557971014492754,0.6963566767202841,0.5366795366795367,0.3492462311557789
11,0.6874061367937908,0.5606280193236715,0.6913951241831982,0.5366795366795367,0.3492462311557789
