Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.8204819379931819,0.5041362530413626,0.6924327771951252,0.5437743190661478,0.5203883591725482
2,0.7021967978373062,0.505596107055961,0.721096980432592,0.45622568093385213,0.3132932531730127
3,0.6982117769201887,0.505352798053528,0.6971600862792494,0.5437743190661478,0.352236925015753
4,0.6966822169702999,0.5104622871046228,0.6870842666477545,0.5437743190661478,0.352236925015753
5,0.6978446769888383,0.5065693430656935,0.6936984180476415,0.5437743190661478,0.352236925015753
6,0.6974093958989257,0.5092457420924574,0.6921809869981461,0.5437743190661478,0.352236925015753
7,0.6953256910444756,0.5121654501216545,0.6882102802569764,0.5476653696498055,0.4616061261703664
8,0.6947460209366179,0.5087591240875913,0.7108565114351562,0.45622568093385213,0.3132932531730127
9,0.6985898448893043,0.5048661800486618,0.7276204035903693,0.45622568093385213,0.3132932531730127
10,0.6924902907543229,0.5226277372262774,0.7000362810457726,0.49416342412451364,0.49138350992570945
11,0.6923684284634833,0.5172749391727494,0.6918872402335883,0.5223735408560312,0.5223513936795885
