Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.861515112292026,0.5390986601705238,0.6902941212914122,0.5452775073028238,0.35286704473850034
2,0.6947116572441631,0.538611449451888,0.6949348196082593,0.5452775073028238,0.35286704473850034
3,0.689762595219676,0.5454323995127893,0.6894439290537923,0.5452775073028238,0.35286704473850034
4,0.6905359585886315,0.5444579780755177,0.696043538954381,0.5452775073028238,0.35286704473850034
5,0.6908548684706787,0.5527405602923264,0.7350084178635765,0.5452775073028238,0.35286704473850034
6,0.6986868715315295,0.5439707673568819,0.7017492426173016,0.5452775073028238,0.35286704473850034
7,0.684914725154965,0.5578562728380024,0.6900918262610766,0.5530671859785784,0.48303384895459206
8,0.6898431818610132,0.5542021924482339,0.6922258594832379,0.5452775073028238,0.35286704473850034
9,0.6877392652409375,0.5576126674786845,0.6949615596332012,0.5452775073028238,0.35286704473850034
10,0.6885457555210982,0.5473812423873325,0.6862308912291151,0.5462512171372931,0.47558404558404554
11,0.6895606405842464,0.5490864799025579,0.7037562330950781,0.45472249269717624,0.31258366800535475
12,0.6877109902930173,0.5459196102314251,0.7011816810377617,0.5452775073028238,0.35286704473850034
13,0.6851878682094718,0.5702801461632155,0.6914300175697453,0.5452775073028238,0.35286704473850034
14,0.6889242497199055,0.5561510353227771,0.7066039862628108,0.5452775073028238,0.35286704473850034
15,0.6860333033514081,0.5593179049939099,0.6874355559455849,0.5452775073028238,0.35286704473850034
16,0.6881739045176813,0.5576126674786845,0.6889229601406889,0.5452775073028238,0.35286704473850034
17,0.6863350812323056,0.5629719853836784,0.6901409662570787,0.5452775073028238,0.35286704473850034
