Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.7836056714340276,0.5071465033180194,0.7216949966489052,0.4826530612244898,0.32553337921541636
2,0.7083396447623731,0.5020418580908627,0.7004060599268699,0.5173469387755102,0.3409549428379287
3,0.6996309937963442,0.5084226646248086,0.692809347230561,0.5061224489795918,0.3602166781767956
4,0.6971232192804766,0.501531393568147,0.6983593274135979,0.4826530612244898,0.32553337921541636
5,0.6970570124856911,0.5,0.7090771310183467,0.5173469387755102,0.3409549428379287
6,0.7040092094082075,0.49106687085247575,0.6927202188238806,0.5173469387755102,0.3409549428379287
7,0.698149845392014,0.4834099030117407,0.6928306701231975,0.513265306122449,0.36544264671746274
8,0.6969738189756657,0.5033180193976519,0.6940657423467053,0.5173469387755102,0.3409549428379287
9,0.6972174008565633,0.5,0.6959805089600232,0.4826530612244898,0.32553337921541636
10,0.6990263492492707,0.5005104645227156,0.6933911330845891,0.5020408163265306,0.38736190534751685
