Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.7958918088916942,0.536235662148071,0.6877707481384278,0.553125,0.3561368209255533
2,0.6909334261176235,0.5422314911366006,0.6870645840962728,0.553125,0.3561368209255533
3,0.6932764153410919,0.5370177267987487,0.7316440343856812,0.446875,0.30885529157667385
4,0.6931534664971488,0.5391032325338895,0.6866454124450684,0.553125,0.3561368209255533
5,0.691899682421381,0.5346715328467153,0.7126450220743815,0.553125,0.3561368209255533
6,0.6897279635087292,0.5466631908237748,0.6878991762797038,0.553125,0.3561368209255533
7,0.6945133041415648,0.5331074035453598,0.6933759093284607,0.49895833333333334,0.48408490879086874
8,0.6921644826129281,0.5396246089676746,0.7093005458513896,0.553125,0.3561368209255533
9,0.6954986019228994,0.528415015641293,0.6877729654312134,0.553125,0.3561368209255533
10,0.6873035102119287,0.5537017726798749,0.6879299481709799,0.553125,0.3561368209255533
11,0.6938423927061501,0.5242440041710115,0.6966981331507365,0.5208333333333334,0.5165845648604269
