Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Val_F1
1,0.8218810156772011,0.5466340269277846,0.6931608103492722,0.538160469667319,0.34987277353689566
2,0.6899535696830422,0.5495716034271726,0.7005961842966173,0.538160469667319,0.34987277353689566
3,0.6856692392648069,0.564014687882497,0.6906252194290758,0.538160469667319,0.34987277353689566
4,0.6869994612335429,0.5576499388004896,0.693415038156416,0.538160469667319,0.34987277353689566
5,0.6911837175105455,0.5478580171358629,0.6995395624940876,0.538160469667319,0.34987277353689566
6,0.6863517155262073,0.5610771113831089,0.6966672887307557,0.538160469667319,0.34987277353689566
7,0.6858210493330564,0.5600979192166463,0.7033693697121278,0.538160469667319,0.34987277353689566
8,0.6868719905067686,0.5630354957160343,0.6946279720317594,0.538160469667319,0.34987277353689566
9,0.6885590331353055,0.5586291309669522,0.6908708134276059,0.538160469667319,0.34987277353689566
10,0.6846086313266357,0.5627906976744186,0.7120201136268048,0.538160469667319,0.34987277353689566
